Feature	Gain	Cover	Frequency
ctrx_quarter	0.0993695378499752	0.0192423669994447	0.02077767883645
mpasivos_margen	0.0814674516359623	0.0237919694052984	0.0301488360259509
mcaja_ahorro	0.0360988480903401	0.0203940720514996	0.0263325276682356
cpayroll_trx	0.0351056405970474	0.0184497239782501	0.00296823983377857
mpayroll	0.0339580744856662	0.0275454021937049	0.0127634312852478
Visa_msaldopesos	0.0323825019554815	0.0155367631904121	0.0195479794767417
mactivos_margen	0.0300592807034699	0.024777438272508	0.0227706398677013
mcuentas_saldo	0.0267358769916178	0.0292925721227196	0.0284526989780774
mtarjeta_visa_consumo	0.0210669814411898	0.0140340499170279	0.0167493533477505
ctarjeta_visa_trx	0.0196043054289608	0.0189146533482568	0.0214561336555994
Visa_msaldototal	0.0194110784898525	0.0152295094565061	0.0222193953271424
mrentabilidad_annual	0.018314328840322	0.0187165800504874	0.0210745028198278
Master_Fvencimiento	0.0176062738145402	0.0183278493389722	0.0240427426536064
Master_fechaalta	0.0171498748374823	0.0244220777529588	0.0274350167493533
mprestamos_personales	0.0171405955822728	0.0194530701933487	0.00606368994614765
numero_de_cliente	0.0164419400528637	0.0157418973975276	0.024678794046559
cliente_edad	0.0163280871218291	0.0219399404710038	0.0231522707034728
mextraccion_autoservicio	0.0158315887675413	0.0123101951363968	0.0136539032353814
mcuenta_corriente	0.0156377863570342	0.0132421631462332	0.016876563626341
Visa_Fvencimiento	0.0150341408229636	0.0129460036571395	0.0203112411482848
Master_mfinanciacion_limite	0.0147826601431237	0.0148325217253184	0.0240427426536064
cliente_antiguedad	0.0147598562179598	0.0138889784542589	0.0210745028198278
chomebanking_trx	0.0135740989588175	0.01262518371708	0.0178942458550651
Visa_fechaalta	0.0134459496922153	0.0119649874070804	0.020523258279269
ctarjeta_debito_trx	0.0130458164700619	0.0132795563845443	0.0174278081668999
Visa_mfinanciacion_limite	0.0127764525110334	0.0140607913427335	0.0199720137387101
Visa_mconsumospesos	0.0126550942928803	0.013840316056077	0.0237035152440317
Visa_mpagominimo	0.0120473190127868	0.0119331014208312	0.0169613704787347
mautoservicio	0.0117050325995966	0.0147929574824579	0.016876563626341
Visa_cconsumos	0.0116792962651083	0.00987052620172915	0.0161557053809948
Master_mlimitecompra	0.0112295023464079	0.0116089220827368	0.0193359623457575
mrentabilidad	0.0108963661036924	0.00956242875989403	0.014289954628334
mcomisiones_otras	0.0105596451982193	0.00950572284130221	0.0151804265784675
mtransferencias_emitidas	0.0103870266681761	0.0124923460192837	0.0146291820379087
mcomisiones	0.0101609104035133	0.0109632102829476	0.0173005978883094
mtransferencias_recibidas	0.0101287735076394	0.00733093961218373	0.0128906415638384
Visa_mpagospesos	0.00965273392880182	0.00945176154576038	0.0178942458550651
ccomisiones_mantenimiento	0.0096125083545045	0.0145152103755497	0.00597888309375398
mcaja_ahorro_dolares	0.00943154680366585	0.0168954442022571	0.0121697833184921
mcomisiones_mantenimiento	0.0087872133740102	0.0116599123945646	0.00903192977992622
cproductos	0.00851169803772522	0.00985705516994573	0.0114913284993427
Visa_mlimitecompra	0.00849529174151175	0.0105593648525553	0.0155196539880422
Visa_mconsumototal	0.0079187499637254	0.00912830759070262	0.0137811135139719
cprestamos_personales	0.00753874328271181	0.00632688602001041	0.00258660899800704
ccomisiones_otras	0.0075023704907185	0.0100914310591911	0.0110248908111775
ctransferencias_recibidas	0.00670972852767709	0.0122950161105129	0.0105160496968155
mtarjeta_visa_debitos_automaticos	0.00665232894166355	0.00699236579368833	0.0116609422041301
ctransferencias_emitidas	0.00554356990779513	0.0121334357529595	0.00860789551795785
Master_status	0.00485485835422715	0.00866849705843674	0.00203536445744816
ctarjeta_visa_debitos_automaticos	0.00477496949363278	0.00682469427645132	0.00742059958444642
thomebanking	0.00459946103906047	0.00586480159198426	0.00267141585040071
mpagomiscuentas	0.00456802294771119	0.00942634998895527	0.00971038459907561
Master_msaldopesos	0.00449115306581626	0.00594048064986089	0.00580926938896663
Visa_madelantopesos	0.00438788430465488	0.00103176991210197	0.00148411991688928
ccallcenter_trx	0.00435455654433161	0.00630684538441282	0.00228978501462918
mcuenta_debitos_automaticos	0.0043053620659137	0.0095541125777753	0.00839587838697367
Visa_mconsumosdolares	0.00428348301101316	0.00542351919451616	0.00648772420811602
Master_msaldototal	0.00407121281926088	0.00500573972189149	0.00597888309375398
Visa_mpagado	0.00391105919609254	0.0110985739599708	0.00678454819149387
Master_mpagospesos	0.00356268749848596	0.0087436539434182	0.00559725225798245
cpagomiscuentas	0.00335210654202348	0.00763642618954297	0.00775982699402112
Master_mpagominimo	0.00331002926511936	0.0036737718406691	0.00432514947207734
matm	0.00318291179800677	0.00761708521417931	0.00941356061569775
ctarjeta_debito	0.00314997165580763	0.00375006310125042	0.00428274604588051
Visa_mpagosdolares	0.00313081442190883	0.00536588211046593	0.00377390493151847
catm_trx	0.0029755150455097	0.00590400571560677	0.00568205911037612
ccaja_ahorro	0.00296349045495692	0.00870171805814704	0.00262901242420388
cextraccion_autoservicio	0.00274730485426267	0.00743846864438579	0.00746300301064326
tcallcenter	0.00274654571678392	0.00300624967645537	0.00144171649069245
