Feature	Gain	Cover	Frequency
Visa_cconsumos	0.00216247161834134	0.00308152100358829	0.00642369328555007
ctarjeta_debito	0.00211393424473071	0.00720384554911261	0.00676178240584218
ccallcenter_trx	0.00194519370800299	0.00909695732826391	0.00344850902697951
ccuenta_debitos_automaticos	0.00132817541411145	0.00390383136259205	0.00270471296233687
mtarjeta_visa_descuentos	0.00129773420479253	0.0156059115288949	0.0096017310162959
cpagomiscuentas	0.00123361767253445	0.00299271154623188	0.00324565555480425
mtarjeta_master_consumo	0.00122435441265441	0.00578315524941632	0.00297518425857056
Master_cconsumos	0.00117178446423425	0.00254444190934971	0.00270471296233687
ctransferencias_emitidas	0.000984361109575709	0.00224565690076305	0.00331327337886267
Visa_mconsumosdolares	0.000896501164208961	0.00132362039014396	0.00209615254581108
tcallcenter	0.000768316315691097	0.00343082835037324	0.00175806342551897
mextraccion_autoservicio	0.000760034290320472	0.00339978640013698	0.00764081411860166
ccomisiones_mantenimiento	0.000748162972869903	0.00125885145885775	0.00250185949016161
Visa_fultimo_cierre	0.000611536766029278	0.000920898395342098	0.00196091689769423
Master_mconsumospesos	0.000537206719317954	0.00199326784277683	0.00297518425857056
Master_mconsumototal	0.000519941971208659	0.00108022493787105	0.0015552099533437
Master_mpagominimo	0.000519302949896604	0.000973019468828319	0.00121712083305159
Master_fultimo_cierre	0.000478689560358607	0.00130466779594444	0.00169044560146055
cseguro_accidentes_personales	0.00044395161367617	0.00175041553826679	0.00101426736087633
cextraccion_autoservicio	0.000433972464986923	0.00168844103504687	0.00277233078639529
ctarjeta_visa_debitos_automaticos	0.000419096414800709	0.00135974067600067	0.00162282777740212
cmobile_app_trx	0.000385646440463824	0.000305746128501763	0.000946649536817905
Visa_mpagosdolares	0.000376413468437238	0.00252232831032521	0.00189329907363581
ctarjeta_master_trx	0.000350974924086089	0.000362277638592592	0.000676178240584218
Master_mpagosdolares	0.000335462747518039	0.00066725030932601	0.00114950300899317
matm	0.000311646231335847	0.0017021617536223	0.00209615254581108
cplazo_fijo	0.000285894435212178	0.00105963714263274	0.000338089120292109
mttarjeta_master_debitos_automaticos	0.000253941539940952	0.000685452476757733	0.000946649536817905
catm_trx	0.000209258070690044	0.0009552222631562	0.000946649536817905
Master_mconsumosdolares	0.000204601159133157	0.000238345905403148	0.000540942592467374
ctarjeta_visa_descuentos	0.000181532678635061	0.00430300082555965	0.00290756643451214
Master_msaldodolares	0.000134937735344661	4.5561076830629e-05	6.76178240584218e-05
Visa_delinquency	7.34293189005318e-05	0.000346464937467542	0.000135235648116844
Visa_Finiciomora	6.57953505540958e-05	0.000213908094573526	6.76178240584218e-05
cseguro_vida	4.18395732462363e-05	0.000315317428478778	0.000270471296233687
Master_madelantodolares	3.7640339905931e-05	2.58618943633989e-05	6.76178240584218e-05
mdescubierto_preacordado	2.97870989242353e-05	0.000155616632190954	6.76178240584218e-05
matm_other	2.78064230366694e-05	0.000308158625808983	0.000135235648116844
Master_mpagado	2.39749139567873e-05	0.000140575469584204	0.000135235648116844
Master_delinquency	1.72872265760085e-05	1.79526649258058e-05	6.76178240584218e-05
ctarjeta_master	1.26296812843718e-05	2.25799767855575e-05	6.76178240584218e-05
Master_status	1.12314139537764e-05	1.65919166435312e-05	6.76178240584218e-05
Master_madelantopesos	5.13693493687233e-06	4.46724640595527e-05	6.76178240584218e-05
Visa_madelantopesos	3.12339590224928e-11	9.38033459748512e-05	6.76178240584218e-05
cforex	3.2902522610344e-14	5.45757942944423e-05	6.76178240584218e-05
mforex_sell	3.08760032073677e-14	9.80871120764546e-05	0.000135235648116844
