Feature	Gain	Cover	Frequency
Visa_mconsumototal	0.00491282571137408	0.00554591315614979	0.00973807924781733
Master_mpagospesos	0.00485648734097364	0.019095614264925	0.0100067159167226
ccaja_ahorro	0.0044970025348215	0.0213513496899559	0.00644728005372733
Master_mlimitecompra	0.00447365594050248	0.00580042865133623	0.0094022834116857
cproductos	0.00393754327478566	0.00559075398606957	0.00557421087978509
ctransferencias_recibidas	0.00378072958334195	0.0118545869552401	0.00617864338482203
mtarjeta_visa_debitos_automaticos	0.00341279417445451	0.00564182419616498	0.00792478173270651
Visa_mlimitecompra	0.00313570368802438	0.00626364750266434	0.00765614506380121
cprestamos_personales	0.00310733607010214	0.000933357324158847	0.00107454667562122
Master_msaldototal	0.00307476558457667	0.00599427365470173	0.00490261920752183
mcomisiones_mantenimiento	0.0028537659553128	0.00315572407428958	0.00436534586971122
mplazo_fijo_dolares	0.00284409452415807	0.0192810081140927	0.00456682337139019
mcuenta_debitos_automaticos	0.00275937793710387	0.00601090636745425	0.00691739422431162
thomebanking	0.00272619796812561	0.00235280324067729	0.00288784419073204
ctarjeta_debito_trx	0.00271751970902734	0.0158163465532297	0.019341840161182
cmobile_app_trx	0.00251751956101693	0.000734791529002798	0.00194761584956347
ccaja_seguridad	0.00241993237459381	0.0103509698373431	0.00342511752854265
Master_msaldopesos	0.00239410900518829	0.00553789985586862	0.00523841504365346
Visa_mpagado	0.002177301111563	0.00781481096703986	0.00664875755540631
Visa_cconsumos	0.00215907532084008	0.00282157843908654	0.00564137004701142
ccallcenter_trx	0.00212112522016156	0.0102875001396974	0.00396239086635326
ctarjeta_debito	0.00211420155826323	0.00562182631794005	0.00557421087978509
cpagomiscuentas	0.00156492771696919	0.00409873330487156	0.00349227669576897
mtarjeta_visa_descuentos	0.00133562838650678	0.0159612111907392	0.00953660174613835
ctransferencias_emitidas	0.00114604298196417	0.00315146599275149	0.00429818670248489
ccuenta_debitos_automaticos	0.00104145817804367	0.00295130748007356	0.00261920752182673
Master_mconsumospesos	0.000938218310681821	0.00218022570069222	0.00376091336467428
Visa_mconsumosdolares	0.000920086122414213	0.00184470340688683	0.00268636668905306
Master_cconsumos	0.000908438492496073	0.00216939981040543	0.00194761584956347
tcallcenter	0.000855818031873114	0.0037172688542645	0.00188045668233714
ccomisiones_mantenimiento	0.000838153878620427	0.000836601168723881	0.00181329751511081
mtarjeta_master_consumo	0.000824533560394995	0.00338389185344777	0.0022834116856951
ctarjeta_visa_debitos_automaticos	0.00076782054332557	0.00234649737946821	0.0022834116856951
Master_mpagominimo	0.000701787280224251	0.00134980993554972	0.00194761584956347
mextraccion_autoservicio	0.000691539962887146	0.00440373775429908	0.00758898589657488
cextraccion_autoservicio	0.000563803937654095	0.00193812690128862	0.00248488918737408
Master_fultimo_cierre	0.000510828248672191	0.00134580424142206	0.00214909335124244
Visa_fultimo_cierre	0.000503819867687928	0.000868545384375845	0.00141034251175285
cseguro_accidentes_personales	0.000503346890411888	0.00109618162035146	0.00094022834116857
Master_mconsumototal	0.000412005844527129	0.00132323851249858	0.00141034251175285
cplazo_fijo	0.000387842802135213	0.00209222853561469	0.000604432505036938
Visa_mpagosdolares	0.000350426383261666	0.00192962794644496	0.00188045668233714
Master_msaldodolares	0.000326742884989284	0.000153526114549258	0.000201477501678979
Master_mpagosdolares	0.000253764661032131	0.000525852993683231	0.00073875083948959
matm	0.000221646354272089	0.00103824723750268	0.00188045668233714
ctarjeta_master_trx	0.000220523979470993	0.000359275390773387	0.00073875083948959
catm_trx	0.000203568798366292	0.000688744210780122	0.000604432505036938
Master_mconsumosdolares	0.000203276912963372	0.00059430351863327	0.00114170584284755
ctarjeta_visa_descuentos	0.000153587739995891	0.00428966820491376	0.00315648085963734
mttarjeta_master_debitos_automaticos	0.000152320152151721	0.000141792011990085	0.000402955003357958
Visa_msaldodolares	9.85800621018427e-05	0.000290738824660701	0.000268636668905306
Visa_delinquency	7.5765641672561e-05	5.92288243401501e-05	6.71591672263264e-05
cseguro_vida	5.22822254671496e-05	0.000416494675959278	0.000335795836131632
Master_status	4.15325900126504e-05	7.10030794418915e-05	0.000201477501678979
Master_mpagado	3.36788847112411e-05	0.000219785457890561	0.000201477501678979
Master_delinquency	3.14116008346566e-05	4.58408194323239e-05	6.71591672263264e-05
Master_madelantodolares	2.95339661738563e-05	1.85753310025037e-05	6.71591672263264e-05
Visa_cadelantosefectivo	2.58858005838559e-05	2.75561163569824e-05	6.71591672263264e-05
Master_cadelantosefectivo	2.07094567783355e-05	6.44543909515595e-05	6.71591672263264e-05
cseguro_vivienda	1.56276123835677e-05	3.47568056575927e-05	6.71591672263264e-05
ctarjeta_master_debitos_automaticos	1.17638922848206e-05	1.79405384247548e-05	6.71591672263264e-05
cforex	4.52591836794327e-06	6.05920987616411e-05	6.71591672263264e-05
